key,value,width_bytes
CONFIG_RANDOM_MODE_MAX_DEFAULT_LEGENDARY_SKILL_CARDS,3,4
CONFIG_RANDOM_MODE_MAX_DEFAULT_NORMAL_SKILL_CARDS,2,4
CONFIG_RANDOM_MODE_MAX_DEFAULT_RARE_SKILL_CARDS,6,4
CONFIG_RANDOM_MODE_MAX_DEFAULT_UNCOMMON_SKILL_CARDS,99,4
CONFIG_RANDOM_MODE_MAX_LUCKY_COMMON_SKILL_CARDS,99,4
CONFIG_RANDOM_MODE_MAX_LUCKY_EPIC_SKILL_CARDS,99,4
CONFIG_RANDOM_MODE_MAX_LUCKY_FELFORGED_SKILL_CARDS,5,4
CONFIG_RANDOM_MODE_MAX_LUCKY_LEGENDARY_SKILL_CARDS,99,4
CONFIG_RANDOM_MODE_MAX_LUCKY_NORMAL_SKILL_CARDS,3,4
CONFIG_RANDOM_MODE_MAX_LUCKY_RARE_SKILL_CARDS,99,4
CONFIG_RANDOM_MODE_MAX_LUCKY_UNCOMMON_SKILL_CARDS,99,4
CONFIG_RANDOM_MODE_MAX_TALENT_COMMON_SKILL_CARDS,99,4
CONFIG_RANDOM_MODE_MAX_TALENT_EPIC_SKILL_CARDS,99,4
CONFIG_RANDOM_MODE_MAX_TALENT_FELFORGED_SKILL_CARDS,3,4
CONFIG_RANDOM_MODE_MAX_TALENT_LEGENDARY_SKILL_CARDS,99,4
CONFIG_RANDOM_MODE_MAX_TALENT_NORMAL_SKILL_CARDS,2,4
CONFIG_RANDOM_MODE_MAX_TALENT_RARE_SKILL_CARDS,99,4
CONFIG_RANDOM_MODE_MAX_TALENT_UNCOMMON_SKILL_CARDS,99,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_1,10,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_10,58,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_11,60,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_12,80,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_13,80,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_2,20,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_3,30,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_4,35,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_5,45,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_6,50,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_7,52,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_8,54,4
CONFIG_RARE_RANDOM_ENCHANT_UNLOCK_LEVEL_9,56,4
CONFIG_REALM_MERGE_ENABLED,0,1
CONFIG_RECOVERY_DELETED_CHARACTER_ENABLED,1,1
CONFIG_RECOVERY_DELETED_ITEM_ENABLED,1,1
CONFIG_RECOVERY_DISENCHANTED_ITEM_ENABLED,1,1
CONFIG_RECOVERY_MYTHIC_RECYCLING_ENABLED,1,1
CONFIG_RECOVERY_VENDORED_ITEM_ENABLED,1,1
CONFIG_RECOVERY_WORLDFORGED_ITEM_ENABLED,0,1
CONFIG_RESOLUTE_ENABLE,0,1
CONFIG_RESOLUTE_HIDDEN,1,1
CONFIG_SCALING_HEIRLOOM_ITEMS_REQUIRE_MAX_LEVEL_REACHED_ON_ACCOUNT,0,1
CONFIG_SKILL_CARD_COMMON_PROGRESS_GRANTED,1,4
CONFIG_SKILL_CARD_EPIC_PROGRESS_GRANTED,8,4
CONFIG_SKILL_CARD_EPIC_PROGRESS_REQUIRED,10,4
CONFIG_SKILL_CARD_LEGENDARY_PROGRESS_GRANTED,16,4
CONFIG_SKILL_CARD_LEGENDARY_PROGRESS_REQUIRED,20,4
CONFIG_SKILL_CARD_RARE_PROGRESS_GRANTED,4,4
CONFIG_SKILL_CARD_RARE_PROGRESS_REQUIRED,5,4
CONFIG_SKILL_CARD_UNCOMMON_PROGRESS_GRANTED,2,4
CONFIG_SKILL_CARD_UNCOMMON_PROGRESS_REQUIRED,2,4
CONFIG_SURVIALIST_ENABLE,0,1
CONFIG_SURVIALIST_HIDDEN,1,1
CONFIG_THROWN_WEAPON_APPEARANCES_ENABLED,1,1
CONFIG_UNCOMMON_RANDOM_ENCHANT_UNLOCK_LEVEL_1,52,4
CONFIG_UNCOMMON_RANDOM_ENCHANT_UNLOCK_LEVEL_2,54,4
CONFIG_UNCOMMON_RANDOM_ENCHANT_UNLOCK_LEVEL_3,56,4
CONFIG_UNCOMMON_RANDOM_ENCHANT_UNLOCK_LEVEL_4,58,4
CONFIG_UNCOMMON_RANDOM_ENCHANT_UNLOCK_LEVEL_5,59,4
CONFIG_UNCOMMON_RANDOM_ENCHANT_UNLOCK_LEVEL_6,60,4
CONFIG_USE_CUSTOM_BASE_MISS_CHANCE,0,1
CONFIG_VENDORED_ITEM_RECOVERY_COST_PER_ITEM_LEVEL,7500,4
CONFIG_VENDORED_ITEM_RECOVERY_LIMIT,50,4
CONFIG_VENDORED_ITEM_RECOVERY_SELL_PRICE_MULTIPLIER,1077936128,4
CONFIG_WILDCARD_ABILITY_ROLL_COST,2,4
CONFIG_WILDCARD_QUICK_ROLLING_ENABLED,1,1
CONFIG_WILDCARD_ROLL_GOLD_REPURCHASING_ENABLED,0,1
CONFIG_WILDCARD_ROLL_REPURCHASING_ENABLED,1,1
CONFIG_WILDCARD_STARTING_ABILITY_COUNT,4,4
CONFIG_WILDCARD_TALENT_ROLL_COST,1,4
CONFIG_WILD_CARD_ENABLE,0,1
CONFIG_WILD_CARD_HIDDEN,0,1
