opcode_dec,opcode_hex,name
127,0x07F,SMSG_PARTY_COMMAND_RESULT
128,0x080,
129,0x081,CMSG_GUILD_CREATE
130,0x082,CMSG_GUILD_INVITE
131,0x083,SMSG_GUILD_INVITE
132,0x084,CMSG_GUILD_ACCEPT
133,0x085,CMSG_GUILD_DECLINE
134,0x086,SMSG_GUILD_DECLINE
135,0x087,CMSG_GUILD_INFO
136,0x088,SMSG_GUILD_INFO
137,0x089,CMSG_GUILD_ROSTER
138,0x08A,SMSG_GUILD_ROSTER
139,0x08B,CMSG_GUILD_PROMOTE
140,0x08C,CMSG_GUILD_DEMOTE
141,0x08D,CMSG_GUILD_LEAVE
142,0x08E,CMSG_GUILD_REMOVE
143,0x08F,CMSG_GUILD_DISBAND
144,0x090,CMSG_GUILD_LEADER
145,0x091,CMSG_GUILD_MOTD
146,0x092,SMSG_GUILD_EVENT
147,0x093,SMSG_GUILD_COMMAND_RESULT
148,0x094,
149,0x095,CMSG_MESSAGECHAT
150,0x096,SMSG_MESSAGECHAT
151,0x097,CMSG_JOIN_CHANNEL
152,0x098,CMSG_LEAVE_CHANNEL
153,0x099,SMSG_CHANNEL_NOTIFY
154,0x09A,CMSG_CHANNEL_LIST
155,0x09B,SMSG_CHANNEL_LIST
156,0x09C,CMSG_CHANNEL_PASSWORD
157,0x09D,CMSG_CHANNEL_SET_OWNER
158,0x09E,CMSG_CHANNEL_OWNER
159,0x09F,CMSG_CHANNEL_MODERATOR
160,0x0A0,CMSG_CHANNEL_UNMODERATOR
161,0x0A1,CMSG_CHANNEL_MUTE
162,0x0A2,CMSG_CHANNEL_UNMUTE
163,0x0A3,CMSG_CHANNEL_INVITE
164,0x0A4,CMSG_CHANNEL_KICK
165,0x0A5,CMSG_CHANNEL_BAN
166,0x0A6,CMSG_CHANNEL_UNBAN
167,0x0A7,CMSG_CHANNEL_ANNOUNCEMENTS
168,0x0A8,CMSG_CHANNEL_MODERATE
169,0x0A9,SMSG_UPDATE_OBJECT
170,0x0AA,SMSG_DESTROY_OBJECT
171,0x0AB,CMSG_USE_ITEM
172,0x0AC,CMSG_OPEN_ITEM
173,0x0AD,CMSG_READ_ITEM
174,0x0AE,SMSG_READ_ITEM_OK
175,0x0AF,SMSG_READ_ITEM_FAILED
176,0x0B0,SMSG_ITEM_COOLDOWN
177,0x0B1,CMSG_GAMEOBJ_USE
178,0x0B2,CMSG_DESTROY_ITEMS
179,0x0B3,SMSG_GAMEOBJECT_CUSTOM_ANIM
180,0x0B4,CMSG_AREATRIGGER
181,0x0B5,MSG_MOVE_START_FORWARD
182,0x0B6,MSG_MOVE_START_BACKWARD
183,0x0B7,MSG_MOVE_STOP
184,0x0B8,MSG_MOVE_START_STRAFE_LEFT
185,0x0B9,MSG_MOVE_START_STRAFE_RIGHT
186,0x0BA,MSG_MOVE_STOP_STRAFE
187,0x0BB,MSG_MOVE_JUMP
188,0x0BC,MSG_MOVE_START_TURN_LEFT
189,0x0BD,MSG_MOVE_START_TURN_RIGHT
190,0x0BE,MSG_MOVE_STOP_TURN
191,0x0BF,MSG_MOVE_START_PITCH_UP
192,0x0C0,MSG_MOVE_START_PITCH_DOWN
193,0x0C1,MSG_MOVE_STOP_PITCH
194,0x0C2,MSG_MOVE_SET_RUN_MODE
195,0x0C3,MSG_MOVE_SET_WALK_MODE
196,0x0C4,MSG_MOVE_TOGGLE_LOGGING
197,0x0C5,MSG_MOVE_TELEPORT
198,0x0C6,MSG_MOVE_TELEPORT_CHEAT
199,0x0C7,MSG_MOVE_TELEPORT_ACK
200,0x0C8,MSG_MOVE_TOGGLE_FALL_LOGGING
201,0x0C9,MSG_MOVE_FALL_LAND
202,0x0CA,MSG_MOVE_START_SWIM
203,0x0CB,MSG_MOVE_STOP_SWIM
204,0x0CC,MSG_MOVE_SET_RUN_SPEED_CHEAT
205,0x0CD,MSG_MOVE_SET_RUN_SPEED
206,0x0CE,MSG_MOVE_SET_RUN_BACK_SPEED_CHEAT
207,0x0CF,MSG_MOVE_SET_RUN_BACK_SPEED
208,0x0D0,MSG_MOVE_SET_WALK_SPEED_CHEAT
209,0x0D1,MSG_MOVE_SET_WALK_SPEED
210,0x0D2,MSG_MOVE_SET_SWIM_SPEED_CHEAT
211,0x0D3,MSG_MOVE_SET_SWIM_SPEED
212,0x0D4,MSG_MOVE_SET_SWIM_BACK_SPEED_CHEAT
213,0x0D5,MSG_MOVE_SET_SWIM_BACK_SPEED
214,0x0D6,MSG_MOVE_SET_ALL_SPEED_CHEAT
215,0x0D7,MSG_MOVE_SET_TURN_RATE_CHEAT
216,0x0D8,MSG_MOVE_SET_TURN_RATE
217,0x0D9,MSG_MOVE_TOGGLE_COLLISION_CHEAT
218,0x0DA,MSG_MOVE_SET_FACING
219,0x0DB,MSG_MOVE_SET_PITCH
220,0x0DC,MSG_MOVE_WORLDPORT_ACK
221,0x0DD,SMSG_MONSTER_MOVE
222,0x0DE,SMSG_MOVE_WATER_WALK
223,0x0DF,SMSG_MOVE_LAND_WALK
224,0x0E0,CMSG_MOVE_CHARM_PORT_CHEAT
225,0x0E1,CMSG_MOVE_SET_RAW_POSITION
226,0x0E2,SMSG_FORCE_RUN_SPEED_CHANGE
227,0x0E3,CMSG_FORCE_RUN_SPEED_CHANGE_ACK
228,0x0E4,SMSG_FORCE_RUN_BACK_SPEED_CHANGE
229,0x0E5,CMSG_FORCE_RUN_BACK_SPEED_CHANGE_ACK
230,0x0E6,SMSG_FORCE_SWIM_SPEED_CHANGE
231,0x0E7,CMSG_FORCE_SWIM_SPEED_CHANGE_ACK
232,0x0E8,SMSG_FORCE_MOVE_ROOT
233,0x0E9,CMSG_FORCE_MOVE_ROOT_ACK
234,0x0EA,SMSG_FORCE_MOVE_UNROOT
235,0x0EB,CMSG_FORCE_MOVE_UNROOT_ACK
236,0x0EC,MSG_MOVE_ROOT
237,0x0ED,MSG_MOVE_UNROOT
238,0x0EE,MSG_MOVE_HEARTBEAT
239,0x0EF,SMSG_MOVE_KNOCK_BACK
240,0x0F0,CMSG_MOVE_KNOCK_BACK_ACK
241,0x0F1,MSG_MOVE_KNOCK_BACK
242,0x0F2,SMSG_MOVE_FEATHER_FALL
243,0x0F3,SMSG_MOVE_NORMAL_FALL
244,0x0F4,SMSG_MOVE_SET_HOVER
245,0x0F5,SMSG_MOVE_UNSET_HOVER
246,0x0F6,CMSG_MOVE_HOVER_ACK
247,0x0F7,MSG_MOVE_HOVER
248,0x0F8,CMSG_TRIGGER_CINEMATIC_CHEAT
249,0x0F9,CMSG_OPENING_CINEMATIC
250,0x0FA,SMSG_TRIGGER_CINEMATIC
251,0x0FB,CMSG_NEXT_CINEMATIC_CAMERA
252,0x0FC,CMSG_COMPLETE_CINEMATIC
253,0x0FD,SMSG_TUTORIAL_FLAGS
254,0x0FE,CMSG_TUTORIAL_FLAG
255,0x0FF,CMSG_TUTORIAL_CLEAR
256,0x100,CMSG_TUTORIAL_RESET
257,0x101,CMSG_STANDSTATECHANGE
258,0x102,CMSG_EMOTE
259,0x103,SMSG_EMOTE
260,0x104,CMSG_TEXT_EMOTE
261,0x105,SMSG_TEXT_EMOTE
262,0x106,CMSG_AUTOEQUIP_GROUND_ITEM
263,0x107,CMSG_AUTOSTORE_GROUND_ITEM
264,0x108,CMSG_AUTOSTORE_LOOT_ITEM
265,0x109,CMSG_STORE_LOOT_IN_SLOT
266,0x10A,CMSG_AUTOEQUIP_ITEM
267,0x10B,CMSG_AUTOSTORE_BAG_ITEM
268,0x10C,CMSG_SWAP_ITEM
269,0x10D,CMSG_SWAP_INV_ITEM
270,0x10E,CMSG_SPLIT_ITEM
271,0x10F,CMSG_AUTOEQUIP_ITEM_SLOT
272,0x110,CMSG_UNCLAIM_LICENSE
273,0x111,CMSG_DESTROYITEM
274,0x112,SMSG_INVENTORY_CHANGE_FAILURE
275,0x113,SMSG_OPEN_CONTAINER
276,0x114,CMSG_INSPECT
277,0x115,SMSG_INSPECT_RESULTS_UPDATE
278,0x116,CMSG_INITIATE_TRADE
279,0x117,CMSG_BEGIN_TRADE
280,0x118,CMSG_BUSY_TRADE
281,0x119,CMSG_IGNORE_TRADE
282,0x11A,CMSG_ACCEPT_TRADE
283,0x11B,CMSG_UNACCEPT_TRADE
284,0x11C,CMSG_CANCEL_TRADE
285,0x11D,CMSG_SET_TRADE_ITEM
286,0x11E,CMSG_CLEAR_TRADE_ITEM
287,0x11F,CMSG_SET_TRADE_GOLD
288,0x120,SMSG_TRADE_STATUS
289,0x121,SMSG_TRADE_STATUS_EXTENDED
290,0x122,SMSG_INITIALIZE_FACTIONS
291,0x123,SMSG_SET_FACTION_VISIBLE
292,0x124,SMSG_SET_FACTION_STANDING
293,0x125,CMSG_SET_FACTION_ATWAR
294,0x126,CMSG_SET_FACTION_CHEAT
295,0x127,SMSG_SET_PROFICIENCY
296,0x128,CMSG_SET_ACTION_BUTTON
297,0x129,SMSG_ACTION_BUTTONS
298,0x12A,SMSG_INITIAL_SPELLS
299,0x12B,SMSG_LEARNED_SPELL
300,0x12C,SMSG_SUPERCEDED_SPELL
301,0x12D,CMSG_NEW_SPELL_SLOT
302,0x12E,CMSG_CAST_SPELL
303,0x12F,CMSG_CANCEL_CAST
304,0x130,SMSG_CAST_FAILED
305,0x131,SMSG_SPELL_START
306,0x132,SMSG_SPELL_GO
307,0x133,SMSG_SPELL_FAILURE
308,0x134,SMSG_SPELL_COOLDOWN
309,0x135,SMSG_COOLDOWN_EVENT
310,0x136,CMSG_CANCEL_AURA
311,0x137,SMSG_EQUIPMENT_SET_SAVED
312,0x138,SMSG_PET_CAST_FAILED
313,0x139,MSG_CHANNEL_START
314,0x13A,MSG_CHANNEL_UPDATE
315,0x13B,CMSG_CANCEL_CHANNELLING
316,0x13C,SMSG_AI_REACTION
317,0x13D,CMSG_SET_SELECTION
318,0x13E,CMSG_DELETEEQUIPMENT_SET
319,0x13F,CMSG_INSTANCE_LOCK_RESPONSE
320,0x140,CMSG_DEBUG_PASSIVE_AURA
321,0x141,CMSG_ATTACKSWING
322,0x142,CMSG_ATTACKSTOP
323,0x143,SMSG_ATTACKSTART
324,0x144,SMSG_ATTACKSTOP
325,0x145,SMSG_ATTACKSWING_NOTINRANGE
326,0x146,SMSG_ATTACKSWING_BADFACING
327,0x147,SMSG_INSTANCE_LOCK_WARNING_QUERY
328,0x148,SMSG_ATTACKSWING_DEADTARGET
329,0x149,SMSG_ATTACKSWING_CANT_ATTACK
330,0x14A,SMSG_ATTACKERSTATEUPDATE
331,0x14B,SMSG_BATTLEFIELD_PORT_DENIED
332,0x14C,CMSG_PERFORM_ACTION_SET
333,0x14D,SMSG_RESUME_CAST_BAR
334,0x14E,SMSG_CANCEL_COMBAT
335,0x14F,SMSG_SPELLBREAKLOG
336,0x150,SMSG_SPELLHEALLOG
337,0x151,SMSG_SPELLENERGIZELOG
338,0x152,SMSG_BREAK_TARGET
339,0x153,CMSG_SAVE_PLAYER
340,0x154,CMSG_SETDEATHBINDPOINT
341,0x155,SMSG_BINDPOINTUPDATE
342,0x156,CMSG_GETDEATHBINDZONE
343,0x157,SMSG_BINDZONEREPLY
344,0x158,SMSG_PLAYERBOUND
345,0x159,SMSG_CLIENT_CONTROL_UPDATE
346,0x15A,CMSG_REPOP_REQUEST
347,0x15B,SMSG_RESURRECT_REQUEST
348,0x15C,CMSG_RESURRECT_RESPONSE
349,0x15D,CMSG_LOOT
350,0x15E,CMSG_LOOT_MONEY
351,0x15F,CMSG_LOOT_RELEASE
352,0x160,SMSG_LOOT_RESPONSE
353,0x161,SMSG_LOOT_RELEASE_RESPONSE
354,0x162,SMSG_LOOT_REMOVED
355,0x163,SMSG_LOOT_MONEY_NOTIFY
356,0x164,SMSG_LOOT_ITEM_NOTIFY
357,0x165,SMSG_LOOT_CLEAR_MONEY
358,0x166,SMSG_ITEM_PUSH_RESULT
359,0x167,SMSG_DUEL_REQUESTED
360,0x168,SMSG_DUEL_OUTOFBOUNDS
361,0x169,SMSG_DUEL_INBOUNDS
362,0x16A,SMSG_DUEL_COMPLETE
363,0x16B,SMSG_DUEL_WINNER
364,0x16C,CMSG_DUEL_ACCEPTED
365,0x16D,CMSG_DUEL_CANCELLED
366,0x16E,SMSG_MOUNTRESULT
367,0x16F,SMSG_DISMOUNTRESULT
368,0x170,SMSG_REMOVED_FROM_PVP_QUEUE
369,0x171,CMSG_MOUNTSPECIAL_ANIM
370,0x172,SMSG_MOUNTSPECIAL_ANIM
371,0x173,SMSG_PET_TAME_FAILURE
372,0x174,CMSG_PET_SET_ACTION
373,0x175,CMSG_PET_ACTION
374,0x176,CMSG_PET_ABANDON
375,0x177,CMSG_PET_RENAME
376,0x178,SMSG_PET_NAME_INVALID
377,0x179,SMSG_PET_SPELLS
378,0x17A,SMSG_PET_MODE
379,0x17B,CMSG_GOSSIP_HELLO
380,0x17C,CMSG_GOSSIP_SELECT_OPTION
381,0x17D,SMSG_GOSSIP_MESSAGE
382,0x17E,SMSG_GOSSIP_COMPLETE
383,0x17F,CMSG_NPC_TEXT_QUERY
384,0x180,SMSG_NPC_TEXT_UPDATE
385,0x181,SMSG_NPC_WONT_TALK
386,0x182,CMSG_QUESTGIVER_STATUS_QUERY
387,0x183,SMSG_QUESTGIVER_STATUS
388,0x184,CMSG_QUESTGIVER_HELLO
389,0x185,SMSG_QUESTGIVER_QUEST_LIST
390,0x186,CMSG_QUESTGIVER_QUERY_QUEST
391,0x187,CMSG_QUESTGIVER_QUEST_AUTOLAUNCH
392,0x188,SMSG_QUESTGIVER_QUEST_DETAILS
393,0x189,CMSG_QUESTGIVER_ACCEPT_QUEST
394,0x18A,CMSG_QUESTGIVER_COMPLETE_QUEST
395,0x18B,SMSG_QUESTGIVER_REQUEST_ITEMS
396,0x18C,CMSG_QUESTGIVER_REQUEST_REWARD
397,0x18D,SMSG_QUESTGIVER_OFFER_REWARD
398,0x18E,CMSG_QUESTGIVER_CHOOSE_REWARD
399,0x18F,SMSG_QUESTGIVER_QUEST_INVALID
400,0x190,CMSG_QUESTGIVER_CANCEL
401,0x191,SMSG_QUESTGIVER_QUEST_COMPLETE
402,0x192,SMSG_QUESTGIVER_QUEST_FAILED
403,0x193,CMSG_QUESTLOG_SWAP_QUEST
404,0x194,CMSG_QUESTLOG_REMOVE_QUEST
405,0x195,SMSG_QUESTLOG_FULL
406,0x196,SMSG_QUESTUPDATE_FAILED
407,0x197,SMSG_QUESTUPDATE_FAILEDTIMER
408,0x198,SMSG_QUESTUPDATE_COMPLETE
409,0x199,SMSG_QUESTUPDATE_ADD_KILL
410,0x19A,SMSG_QUESTUPDATE_ADD_ITEM
411,0x19B,CMSG_QUEST_CONFIRM_ACCEPT
412,0x19C,SMSG_QUEST_CONFIRM_ACCEPT
413,0x19D,CMSG_PUSHQUESTTOPARTY
414,0x19E,CMSG_LIST_INVENTORY
415,0x19F,SMSG_LIST_INVENTORY
416,0x1A0,CMSG_SELL_ITEM
417,0x1A1,SMSG_SELL_ITEM
418,0x1A2,CMSG_BUY_ITEM
419,0x1A3,CMSG_BUY_ITEM_IN_SLOT
420,0x1A4,SMSG_BUY_ITEM
421,0x1A5,SMSG_BUY_FAILED
422,0x1A6,CMSG_TAXICLEARALLNODES
423,0x1A7,CMSG_TAXIENABLEALLNODES
424,0x1A8,CMSG_TAXISHOWNODES
425,0x1A9,SMSG_SHOWTAXINODES
426,0x1AA,CMSG_TAXINODE_STATUS_QUERY
427,0x1AB,SMSG_TAXINODE_STATUS
428,0x1AC,CMSG_TAXIQUERYAVAILABLENODES
429,0x1AD,CMSG_ACTIVATETAXI
430,0x1AE,SMSG_ACTIVATETAXIREPLY
431,0x1AF,SMSG_NEW_TAXI_PATH
432,0x1B0,CMSG_TRAINER_LIST
433,0x1B1,SMSG_TRAINER_LIST
434,0x1B2,CMSG_TRAINER_BUY_SPELL
435,0x1B3,SMSG_TRAINER_BUY_SUCCEEDED
436,0x1B4,SMSG_TRAINER_BUY_FAILED
437,0x1B5,CMSG_BINDER_ACTIVATE
438,0x1B6,SMSG_PLAYERBINDERROR
439,0x1B7,CMSG_BANKER_ACTIVATE
440,0x1B8,SMSG_SHOW_BANK
441,0x1B9,CMSG_BUY_BANK_SLOT
442,0x1BA,SMSG_BUY_BANK_SLOT_RESULT
443,0x1BB,CMSG_PETITION_SHOWLIST
444,0x1BC,SMSG_PETITION_SHOWLIST
445,0x1BD,CMSG_PETITION_BUY
446,0x1BE,CMSG_PETITION_SHOW_SIGNATURES
447,0x1BF,SMSG_PETITION_SHOW_SIGNATURES
448,0x1C0,CMSG_PETITION_SIGN
449,0x1C1,SMSG_PETITION_SIGN_RESULTS
450,0x1C2,MSG_PETITION_DECLINE
451,0x1C3,CMSG_OFFER_PETITION
452,0x1C4,CMSG_TURN_IN_PETITION
453,0x1C5,SMSG_TURN_IN_PETITION_RESULTS
454,0x1C6,CMSG_PETITION_QUERY
455,0x1C7,SMSG_PETITION_QUERY_RESPONSE
456,0x1C8,SMSG_FISH_NOT_HOOKED
457,0x1C9,SMSG_FISH_ESCAPED
458,0x1CA,CMSG_BUG
459,0x1CB,SMSG_NOTIFICATION
460,0x1CC,CMSG_PLAYED_TIME
461,0x1CD,SMSG_PLAYED_TIME
462,0x1CE,CMSG_QUERY_TIME
463,0x1CF,SMSG_QUERY_TIME_RESPONSE
464,0x1D0,SMSG_LOG_XPGAIN
465,0x1D1,SMSG_AURACASTLOG
466,0x1D2,CMSG_RECLAIM_CORPSE
467,0x1D3,CMSG_WRAP_ITEM
468,0x1D4,SMSG_LEVELUP_INFO
469,0x1D5,MSG_MINIMAP_PING
470,0x1D6,SMSG_RESISTLOG
471,0x1D7,SMSG_ENCHANTMENTLOG
472,0x1D8,CMSG_SET_SKILL_CHEAT
473,0x1D9,SMSG_START_MIRROR_TIMER
474,0x1DA,SMSG_PAUSE_MIRROR_TIMER
475,0x1DB,SMSG_STOP_MIRROR_TIMER
476,0x1DC,CMSG_PING
477,0x1DD,SMSG_PONG
478,0x1DE,SMSG_CLEAR_COOLDOWN
479,0x1DF,SMSG_GAMEOBJECT_PAGETEXT
480,0x1E0,CMSG_SETSHEATHED
481,0x1E1,SMSG_COOLDOWN_CHEAT
482,0x1E2,SMSG_SPELL_DELAYED
483,0x1E3,CMSG_QUEST_POI_QUERY
484,0x1E4,SMSG_QUEST_POI_QUERY_RESPONSE
485,0x1E5,CMSG_GHOST
486,0x1E6,CMSG_GM_INVIS
487,0x1E7,SMSG_INVALID_PROMOTION_CODE
488,0x1E8,MSG_GM_BIND_OTHER
489,0x1E9,MSG_GM_SUMMON
490,0x1EA,SMSG_ITEM_TIME_UPDATE
491,0x1EB,SMSG_ITEM_ENCHANT_TIME_UPDATE
492,0x1EC,SMSG_AUTH_CHALLENGE
493,0x1ED,CMSG_AUTH_SESSION
494,0x1EE,SMSG_AUTH_RESPONSE
495,0x1EF,MSG_GM_SHOWLABEL
496,0x1F0,CMSG_PET_CAST_SPELL
497,0x1F1,MSG_SAVE_GUILD_EMBLEM
498,0x1F2,MSG_TABARDVENDOR_ACTIVATE
499,0x1F3,SMSG_PLAY_SPELL_VISUAL
500,0x1F4,CMSG_ZONEUPDATE
501,0x1F5,SMSG_PARTYKILLLOG
502,0x1F6,SMSG_COMPRESSED_UPDATE_OBJECT
503,0x1F7,SMSG_PLAY_SPELL_IMPACT
504,0x1F8,SMSG_EXPLORATION_EXPERIENCE
505,0x1F9,CMSG_GM_SET_SECURITY_GROUP
506,0x1FA,CMSG_GM_NUKE
507,0x1FB,MSG_RANDOM_ROLL
508,0x1FC,SMSG_ENVIRONMENTALDAMAGELOG
509,0x1FD,CMSG_CHANGEPLAYER_DIFFICULTY
510,0x1FE,SMSG_RWHOIS
511,0x1FF,SMSG_LFG_PLAYER_REWARD
512,0x200,SMSG_LFG_TELEPORT_DENIED
513,0x201,
514,0x202,CMSG_UNLEARN_SKILL
515,0x203,SMSG_REMOVED_SPELL
516,0x204,CMSG_DECHARGE
517,0x205,CMSG_GMTICKET_CREATE
518,0x206,SMSG_GMTICKET_CREATE
519,0x207,CMSG_GMTICKET_UPDATETEXT
520,0x208,SMSG_GMTICKET_UPDATETEXT
521,0x209,SMSG_ACCOUNT_DATA_TIMES
522,0x20A,CMSG_REQUEST_ACCOUNT_DATA
523,0x20B,CMSG_UPDATE_ACCOUNT_DATA
524,0x20C,SMSG_UPDATE_ACCOUNT_DATA
525,0x20D,SMSG_CLEAR_FAR_SIGHT_IMMEDIATE
526,0x20E,SMSG_CHANGEPLAYER_DIFFICULTY_RESULT
527,0x20F,CMSG_GM_TEACH
528,0x210,CMSG_GM_CREATE_ITEM_TARGET
529,0x211,CMSG_GMTICKET_GETTICKET
530,0x212,SMSG_GMTICKET_GETTICKET
531,0x213,CMSG_UNLEARN_TALENTS
532,0x214,SMSG_UPDATE_INSTANCE_ENCOUNTER_UNIT
533,0x215,SMSG_GAMEOBJECT_DESPAWN_ANIM
534,0x216,MSG_CORPSE_QUERY
535,0x217,CMSG_GMTICKET_DELETETICKET
536,0x218,SMSG_GMTICKET_DELETETICKET
537,0x219,SMSG_CHAT_WRONG_FACTION
538,0x21A,CMSG_GMTICKET_SYSTEMSTATUS
539,0x21B,SMSG_GMTICKET_SYSTEMSTATUS
540,0x21C,CMSG_SPIRIT_HEALER_ACTIVATE
541,0x21D,CMSG_SET_STAT_CHEAT
542,0x21E,SMSG_QUEST_FORCE_REMOVE
543,0x21F,CMSG_SKILL_BUY_STEP
544,0x220,CMSG_SKILL_BUY_RANK
545,0x221,CMSG_XP_CHEAT
546,0x222,SMSG_SPIRIT_HEALER_CONFIRM
547,0x223,CMSG_CHARACTER_POINT_CHEAT
548,0x224,SMSG_GOSSIP_POI
